PT	AN	DT	TI	FT	AU	BA	GP	ED	SO	VL	IS	SU	PS	PD	PY	UR	AW	NT	LA	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	BN	BD	DE	TN	ST	OR	DI	UT	PM	OA	HC	HP	DA
J	ZOOR13600040421	Article	Effects of winter burning and structural marsh management on vegetation and winter bird abundance in the Gulf Coast Chenier Plain, USA.		Gabrey, Steven W.; Afton, Alan D.; Wilson, Barry C.				Wetlands	19	3		594-606	September 1999	1999				English	2	11	Marshes in the Gulf Coast Chenier Plain provide important winter habitats for many species of birds. Many of these marshes are managed intensively through a combination of fall/winter burning and construction of impoundments to improve wintering waterfowl habitat, reduce wetland loss, and create emergent wetlands. Little information is available on effects of this management on wintering birds, particularly passerines. We conducted experimental burns in impounded and unimpounded marshes on Rockefeller State Wildlife Refuge in southwest Louisiana and recorded species composition and abundance of birds during the 1996 and 1997 winters. We found that burning and impoundment influenced vegetation structure, which in turn influenced bird abundance and species composition. Blackbirds (Icteridae) preferred recently burned plots. Sparrows (Emberizidae) and wrens (Troglodytidae) avoided recently burned plots but recolonized these plots after one year of vegetation recovery. Sparrows and wrens present in burned plots during the first winter following burning generally were observed in scattered patches of unburned vegetation. Suitability of Chenier Plain marshes as winter habitat for several bird species was reduced during the winter in which burning was conducted, particularly if a high proportion of the plot was burned. We recommend that patchy burns be used, at both the landscape level and within specific burned areas, to achieve management objectives and still provide suitable winter habitat for non-target species. Although many groups of birds depend on Chenier Plain marshes for winter habitat, these groups differ in their specific habitat requirements. We recommend that a diverse wetland complex (e.g., impoundments managed for waterfowl foraging habitat interspersed with those managed for passerine winter cover) be maintained.	Gabrey, Steven W.; School of Forestry, Wildlife, and Fisheries, Louisiana State University, Baton Rouge, Louisiana, 70803, USA, USA.						Biodiversity & Conservation; Environmental Sciences & Ecology; Zoology; Behavioral Sciences	0277-5212		Conservation; Conservation measures; Behaviour; Ecology; Community structure; Habitat; Semiaquatic habitat; Land zones; Nearctic region; North America	Aves [Habitat management /  / Marsh winter burning & structural management; Wintering community abundance impacts] [Migration /  / Wintering marsh community abundance; impacts of habitat management] [Relative abundance /  / Marsh winter community] [Marsh /  / Wintering community abundance] [USA /  / Gulf coast; Chenier Plain; Marsh wintering community abundance; habitat management impacts]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 	10.1007/BF03161697	ZOOREC:ZOOR13600040421					2019-04-10
J	ZOOR13600051500	Article	Influence of habitat quality, catastrophes, and population size on extinction risk of the Florida scrub-jay.		Breininger, David R.; Burgman, Mark A.; Stith, Bradley M.				Wildlife Society Bulletin	27	3		810-822	Fall 1999	1999				English	0	24	Within the range of the Florida scrub-jay (Aphelocoma coerulescens), the only bird species endemic to Florida, there was a need for a population risk assessment that considered the impacts of declining habitat availability and declining fire frequency associated with rapid human population expansion. We developed a population risk model to examine influence of population size, catastrophes (epidemics and hurricanes), and habitat management scenarios on Florida scrub-jay populations. Extinction risk declined rapidly when initial population sizes increased from 20 to 100 breeding pairs. Hurricanes increased extinction risk for coastal populations by 10-30% compared to inland populations. Our results suggested that habitat in poor condition was unlikely to support a population for more than a few decades. Poor habitat quality conditions were common throughout the species' range because of fire suppression or inadequate fire management. Habitat management was more effective than habitat restoration because population recovery occurred slowly after restoration and only if habitat was restored to optimal conditions. Sensitivity analyses showed that fecundity and survival of experienced breeders without helpers (adult nonbreeders) were the most important model parameters. Slow recovery rates occurred because helpers were the only rapid source of colonists in restored habitat and because an absence of helpers reduced breeder survival and fecundity. Small population sizes and habitat degradation make the Florida scrub-jay vulnerable to rangewide decline and extinction unless habitat is protected, restored, and managed to maintain optimal conditions.	Breininger, David R.; DYN-2, Dynamac Corporation, NASA Biomedical Operations Office, John F. Kennedy Space Center, FL 32899, USA, USA.						Environmental Sciences & Ecology; Zoology; Biodiversity & Conservation; Reproductive Biology; Evolutionary Biology; Meteorology & Atmospheric Sciences	0091-7648		Conservation; Conservation measures; Reproduction; Evolution; Ecology; Population dynamics; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Nearctic region; North America; USA	Aphelocoma coerulescens [Habitat management /  / Scrub habitat quality maintenance & protection measures] [Endangered status /  / Extinction risks & conservation threats in endemic scrub habitat] [Reproductive productivity /  / ] [Extinction /  / ] [Population size /  / ] [Distribution within habitat /  / Scrub degradation; fragmentation & loss; conservation threats] [Habitat utilization /  / Endemic scrub habitat; extinction risks & conservation threats] [Scrub /  / Habitat degradation] [Climate and weather /  / Storms; impacts on endangered populations & scrub habitat] [Fire /  / Suppression in scrub habitat; impacts on endangered populations] [Florida /  / ]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata, Aves, Passeriformes, Corvidae	Aphelocoma coerulescens (Corvidae). 		ZOOREC:ZOOR13600051500					2019-04-10
J	ZOOR13600040795	Article	Conservation status of parrot populations in an Atlantic rainforest area of southeastern Brazil.		Guix, Juan Carlos; Martin, Marc; Manosa, Santi				Biodiversity and Conservation	8	8		1079-1088	August 1999	1999				English	0	18	A census of four species of syntopic parrots was carried out using distance sampling methods on Sao Sebastiao island, SE Brazil. Most of the 33 593 ha island is covered by mature and secondary Atlantic rainforest. Almost 80% of these forests are within the Ilhabela Park. Although the species counted have marked differences in size and weight, density (individuals/km2) and estimated population size in 23 500 ha of well-preserved forests were similar: Amazona farinosa (13.82 +- 5.94; 3247 +- 1395), Pionus maximiliani (15.79 +- 7.04; 3712 +- 1654), Brotogeris tirica (15.05 +- 4.87; 3537 +- 1143) and Pyrrhura frontalis (13.06+-5.53; 3068+-1298). Encounter rates of Forpus crassirostris and Pionopsitta pileata were very low, which suggests that there is only a small population of these species on the island. The Sao Sebastiao forests still support healthy populations of parrots. Although woodpecker population estimates on the island are large enough to provide nesting sites forparrots, competition for holes with other secondary cavity nesters such as toucans, flycatchers and tytiras, and the selective cutting of dead trees for canoe construction, which is a common practice on the island, may limit hole availability for parrots.	Guix, Juan Carlos; Departament de Biologia Animal (Vertebrats), Facultat de Biologia, Universitat de Barcelona, Avda. Diagonal 645, 08028 Barcelona, Spain, Spain.		Manosa, Santiago/R-6693-2018				Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation; Forestry	0960-3115		Conservation; Ecology; Population dynamics; Habitat; Terrestrial habitat; Land zones; Neotropical region; South America	Amazona farinosa; Brotogeris tirica; Pionus maximiliani; Pyrrhura frontalis [Brazil /  / Sao Paulo; Sao Sebastiao island; Conservation status of populations; rainforest area]. Psittacidae [Conservation /  / Population status; rainforest area] [Population density /  / Conservation status] [Forest and woodland /  / conservation status of populations] [Brazil /  / Sao Paulo; Sao Sebastiao island]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata, Aves, Psittaciformes, Psittacidae	Psittacidae (Psittaciformes). Amazona farinosa (Psittacidae). Brotogeris tirica (Psittacidae). Pionus maximiliani (Psittacidae). Pyrrhura frontalis (Psittacidae). 	10.1023/A:1008851215269	ZOOREC:ZOOR13600040795					2019-04-10
J	ZOOR13600031135	Article	Changes in bird communities in boreal mixedwood forest: harvest and wildfire effects over 30 years.		Hobson, Keith A.; Schieck, Jim				Ecological Applications	9	3		849-863	August 1999	1999				English	2	101	A current paradigm in conservation biology is that forest harvest practices that better approximate natural disturbance processes are more likely to conserve biodiversity. We contrasted bird communities in three replicate stands in each of 1, 13-15, and 22-28 yr old forests following wildfire and harvest in north-central Alberta, Canada. Stands were chosen from old (>120 yr) boreal mixedwood forests having gtoreq95% of the canopy trees killed during fire, and harvested sites retaining an average of 6% of the pre-harvest canopy trees. For all age classes, postharvest sites tended to have greater bird abundance. Species composition also differed between these treatment types. Two-Way Indicator Species Analysis (TWINSPAN) identified five major ecological groupings of species that differed between wildfire and harvest, and among stand ages. Correspondence analysis (CA) identified similar bird communities. Greatest differences between bird communities occurred immediately following disturbance, and gradual convergence of communities occurred throughout the first 28 yr after disturbance. Species associated with open shrub and grassland or riparian habitats were associated primarily with 1-yr postharvest stands. Three-toed Woodpeckers (Picoides tridactyla) and Black-backed Woodpeckers (P. arcticus), together with other species that use snags for foraging or nesting, occurred primarily in 1-yr postwildfire stands. Convergence in avian communities was correlated with the loss of standing snags on postwildfire sites. However, differences in bird communities were apparent up to 28 yr following disturbance, and this lack of complete convergence has important consequences for sustainable forestry practices designed to maintain biodiversity in the boreal mixedwood forest.	Hobson, Keith A.; Prairie and Northern Wildlife Research Centre, Canadian Wildlife Service, 115 Perimeter Road, Saskatoon, Saskatchewan, S7N 0X4, Canada, Canada.						Forestry; Zoology; Environmental Sciences & Ecology; Biodiversity & Conservation	1051-0761		Animals and man; Disturbance by man; Commercial activities; Conservation; Conservation measures; Ecology; Habitat; Terrestrial habitat; Abiotic factors; Physical factors; Land zones; Nearctic region; North America; Canada	Aves [Forestry /  / Harvesting; impact on communities; long term study; mixed forest] [Habitat management /  / Mixed forests; fire & harvest impact control recommendations] [Community structure /  / Changes; impact of fire & harvest] [Forest and woodland /  / fire & harvest impact on communities; long term data] [Fire /  / Wildfire] [Alberta /  / North central; Community changes; impact of fire & harvests]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 	10.1890/1051-0761(1999)009[0849:CIBCIB]2.0.CO;2	ZOOREC:ZOOR13600031135					2019-04-10
J	ZOOR13600023700	Article	A critical review of assumptions about the prairie dog as a keystone species.		Kotliar, Natasha B.; Baker, Bruce W.; Whicker, April D.; Plumb, Glenn				Environmental Management	24	2		177-192	August 1999	1999				English	6	85	Prairie dogs (Cynomys spp.) have been labeled as keystone species because of their influence on biological diversity and ecosystem function. However, the validity of several assumptions used to support keystone status is questionable. We review the strength of the evidence and the magnitude of the prairie dog's effects on ecosystem structure and function. We use this review to reevaluate the keystone role for prairie dogs. Our goal is to encourage sound management of the prairie dog ecosystem by improving the ecological foundation of their keystone status. Our review confirms that prairie dogs affect a number of ecosystem-level functions but that their influence on prairie vertebrates may be less than previously suggested. Species richness and abundance patterns were variable among plants, mammals, and birds and were not consistently higher on prairie dog colonies compared to uncolonized areas. In addition, only nine of the 208 species listed in the literature as observed on or near prairie dogs colonies had quantitative evidence of dependence on prairie dogs. Abundance data indicated opportunistic use of colonies for an additional 20 species. A total of 117 species may have some relationship with prairie dogs, but we lacked sufficient data to evaluate the strength of this relationship. The remaining 62 species may be accidental or alien to the system. Despite our conclusion that some prairie dog functions may be smaller than previously assumed, collectively these functions are quite large compared to other herbivores in the system. We suggest that prairie dogs also provide some unique functions not duplicated by any other species and that continued decline of prairie dogs may lead to a substantial erosion of biological diversity and landscape heterogeneity across prairie and shrub-steppe landscapes.	Kotliar, Natasha B.; Biological Resources Division, Midcontinent Ecological Science Center, US Geological Survey, 4512 McMurry Avenue, Fort Collins, Colorado 80525-3400, USA, USA.						Environmental Sciences & Ecology; Biodiversity & Conservation; Zoology	0364-152X		Conservation; Conservation measures; Documentation; Publications; Ecology; Habitat; Terrestrial habitat; Land zones	Cynomys [Conservation measures /  / Keystone status implications; prairie habitat; review; North America] [Habitat management /  / Prairie; implications of keystone status] [Literature review /  / Keystone status; conservation implications] [Environmental indicators /  / prairies] [Impact on habitat /  / ] [Grassland /  / ] [Nearctic region /  / critical review & conservation implications]. Cynomys gunnisoni; Cynomys leucurus; Cynomys ludovicianus; Cynomys mexicanus; Cynomys parvidens [Impact on habitat /  / Keystone status; conservation implications; prairies; review; North America]. 	Chordates; Mammals; Rodents; Vertebrates	Animalia, Chordata, Vertebrata, Mammalia, Rodentia, Sciuridae	Cynomys (Sciuridae). Cynomys gunnisoni (Sciuridae). Cynomys leucurus (Sciuridae). Cynomys ludovicianus (Sciuridae). Cynomys mexicanus (Sciuridae). Cynomys parvidens (Sciuridae). 	10.1007/s002679900225	ZOOREC:ZOOR13600023700					2019-04-10
J	ZOOR13600056134	Article	Changes in understory woody vegetation in red-cockaded woodpecker (Picoides borealis) nesting clusters.		Hacker, W. David; Ross, William G.; Kulhavy, David L.				Texas Journal of Science	51	3		225-230	August 1999	1999				English	0	1	Understory woody vegetation in red-cockaded woodpecker nesting clusters located in Pinus taeda (L.) and P. echinata (Mill.) dominated stands were inventoried from December 1986 through January 1987 and later in January 1995 to determine what effects court-ordered management schemes had on the composition, abundance, and diversity of these stands. There was a significant difference (P<0.001) in the composition between the first sampling period and the second with species diversity increasing and a change from a P. taeda/P. echinata dominated community to a P. taeda/Rubus spp. understory.	Hacker, W. David; Natural Resources Management Department, New Mexico Highlands University, Las Vegas, New Mexico 87701, USA, USA.						Zoology; Biodiversity & Conservation; Environmental Sciences & Ecology; Reproductive Biology; Forestry	0040-4403		Conservation; Conservation measures; Reproduction; Reproductive behaviour; Habitat; Terrestrial habitat; Land zones; Nearctic region; North America; USA	Picoides borealis [Habitat management /  / Nesting area; pine forest management effect] [Breeding season /  / ] [Forest and woodland /  / Pine forest; management of nesting area] [Texas /  / Angelina National Forest; Pine forest nesting area; management effect]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata, Aves, Piciformes, Picidae	Picoides borealis (Picidae). 		ZOOREC:ZOOR13600056134					2019-04-10
J	ZOOR13600045910	Article	Effects of woody vegetation on prairie wetland birds.		Naugle, David E.; Higgins, Kenneth F.; Nusser, Sarah M.				Canadian Field-Naturalist	113	3		487-492	July-September 1999	1999				English	1	22	Bird surveys were conducted in wetlands (n = 1000) throughout South Dakota during the summers of 1995 and 1996 to assess effects of woody vegetation encroachment on nongame wetland bird species. Wetland bird species richness decreased as the extent of woody vegetation encompassing wetland perimeters increased. Logistic analyses indicated that four wetland bird species (Black Tern (Chlidonias niger), Wilson's Phalarope (Phalaropus tricolor), Eared Grebe (Podiceps nigricollis), Red-winged Blackbird (Agelaius phoeniceus)) were less likely to occur in wetlands surrounded by trees. The only birds using trees surrounding wetlands were edge species that thrive without the aid of management. We estimate that 35 560 wetlands in eastern South Dakota alone may have wetland bird populations which are negatively impacted by encroachment of woody vegetation. Wetland managers should consider limiting the extent of woody vegetation around prairie wetlands when nongame wetland bird production is the management goal.	Naugle, David E.; College of Natural Resources, University of Wisconsin-Stevens Point, Stevens Point, Wisconsin 54481, USA, USA.						Zoology; Biodiversity & Conservation; Environmental Sciences & Ecology	0008-3550		Conservation; Conservation measures; Ecology; Habitat utilization; Habitat; Land zones; Nearctic region; North America; USA	Aves [Habitat management /  / Prairie wetland; effect of woody vegetation] [Community structure /  / ] [Succession in habitats /  / Prairie wetland community] [Semiaquatic habitat /  / ] [South Dakota /  / Wetland community; effect of woody vegetation & management needs]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 		ZOOREC:ZOOR13600045910					2019-04-10
J	ZOOR13600008076	Article	Decision support system for studying effect of forest management on species richness in boreal forests.		Kolstrom, Marja; Lumatjarvi, Jaana				Ecological Modelling	119	1		43-55	1 July 1999	1999				English	1	6	In this study we developed a decision support system for evaluating the effects of forest management on stand structure and wildlife species. The elements of the decision support system are an ecological simulation model and a data management system. In boreal forests, decaying wood is important from the standpoint of biological diversity. Many organisms, such as saproxylic beetles and polypores, live in decaying wood. The structure of a forest determines which species select it as a habitat, because the habitat requirements vary between species. In this study, the stand structure includes living and dead trees, their diameter distribution by tree species and the stage of decay. Forest management strongly modifies stand structure. We used the simulation model to investigate the stand structure and databases on the habitat requirements of beetle and polypore species to assess the number of species in a stand. We tested our system with four management examples and compared the results toexperimental results. Both our study and the experimental results showed that intensive forest management decreases the number of large deciduous trees in boreal forests and therefore reduces the number of beetle and polypore species.	Kolstrom, Marja; Faculty of Forestry, University of Joensuu, PO Box 111, FIN-80101 Joensuu, Finland, Finland.						Zoology; Forestry; Nutrition & Dietetics; Environmental Sciences & Ecology	0304-3800		Animals and man; Disturbance by man; Commercial activities; Nutrition; Ecology; Community structure; Habitat utilization; Habitat; Terrestrial habitat; Land zones; Palaearctic region; Eurasia; Europe	Coleoptera [Forestry /  / Boreal forest management regime impact; Saproxylic species diversity value as decision support system] [Diet /  / Saproxylophagous; species richness relationships; Applications to boreal forest management regime impact monitoring] [Feeding behaviour /  / Saproxylophagy] [Species diversity /  / Saprophytic taxa; effects of forest management regimes; Decision support system development; boreal forests] [Habitat preference /  / Boreal forest structural requirements; diversity relations; Use as forest management impact biomonitors; saproxylic taxa] [Environmental indicators /  / Boreal forest management regime impact biomonitoring; Applications of species richness data] [Forest and woodland /  / Boreal; management effects on species richness] [Finland /  / Saproxylic species richness; Value as boreal forest management regime impact monitors; evaluation]. 	Arthropods; Beetles; Insects; Invertebrates	Animalia, Arthropoda, Insecta	Coleoptera (Insecta). 	10.1016/S0304-3800(99)00060-5	ZOOREC:ZOOR13600008076					2019-04-10
J	ZOOR13600023696	Article	Restoration of a Canadian prairie wetland with agricultural and municipal wastewater.		White, Jay S.; Bayley, Suzanne E.				Environmental Management	24	1		25-37	July 1999	1999				English	2	26	A rapid development and approval process was employed by Ducks Unlimited Canada and other stakeholders to restore a 1246-ha (3079-acre) northern prairie wetland in southern Alberta, Canada, with 3640 m3/day (800,000 US gallons) of municipal wastewater and beef processing wastewater. A large nongovermental organization hastened restoration with a development process that outlined restoration goals and management objectives to satisfy a dual mandate of wastewater treatment and wildlife habitat creation. In 1995, after five years of wastewater additions, the basins had been refilled and the surrounding uplands had been acquired and restored. The Frank Lake Conservation Area currently provides high-quality habitat for a variety of wildlife in a region where many of the native plants and animals species have been lost due to habitat loss and fragmentation. The success of upland and water management strategies is reflected in the increase of target species' abundance and richness: 50 shorebird species, 44 water-fowl species, 15 raptor species, and 28 other new bird species have returned to the marsh since restoration. As well, significant N and P reduction occurs as waters flow through the first basin of the marsh. The management strategies of this project that satisfied a dual mandate serve as a model to guide managers of other large-scale wetland restoration projects.	White, Jay S.; Department of Biological Sciences, University of Alberta, Edmonton, Alberta, T6E 2G5, Canada, Canada.						Biodiversity & Conservation; Environmental Sciences & Ecology; Zoology	0364-152X		Conservation; Conservation measures; Ecology; Population dynamics; Habitat; Land zones; Nearctic region; North America; Canada	Animalia [Habitat management /  / Prairie wetland restoration project; wildlife responses] [Semiaquatic habitat /  / ] [Alberta /  / Calgary; Frank Lake Conservation Area]. Aves [Habitat management /  / Prairie wetland restoration project; wildlife responses] [Community structure /  / Responses to prairie wetland restoration project] [Population density /  / ] [Semiaquatic habitat /  / ] [Alberta /  / Calgary; Frank Lake Conservation Area]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Animalia. Aves (Vertebrata). 	10.1007/s002679900212	ZOOREC:ZOOR13600023696					2019-04-10
J	ZOOR13600023650	Article	Scrub-successional bird community dynamics in young and mature longleaf pine-wiregrass savannahs.		Krementz, David G.; Christie, Jeffrey S.				Journal of Wildlife Management	63	3		803-814	July 1999	1999				English	3	18	Public agencies are required to manage for threatened and endangered species and for biodiversity. However, at times, management for threatened and endangered species precludes consideration of other species. We investigated how managing for red-cockaded woodpeckers (Picoides borealis) and biodiversity at the Savannah River Site (SRS), South Carolina, affected communities of bird species that use early-successional scrub habitat (hereafter, scrub-successional species). Management for red-cockaded woodpeckers at the SRS involved both (1) manipulating mature longleaf pine (Pinus palustris)-wiregrass (Andropogon spp.) stands via canopy thinning, removal of midstory trees, and prescribed burning; and (2) even-aged timber harvesting. The former management practice encouraged red-cockaded woodpeckers to establish new colonies in previously unoccupied stands (hereafter, "recruitment" stands). The latter management practice is used to remove offsite planted pines and replant with preferred longleaf pines. We conducted a constant-effort mist net study in recruitment and regenerating stands (stands clearcut and planted with longleaf pine) during the breeding seasons of 1995-96. We hypothesized that the scrub-successional bird community in recruitment stands would have greater species richness and higher survival and reproductive rates per species than in regenerating stands. However, recruitment stands always had fewer scrub-successional species (1995: 36 species; 1996; 31 species) than regenerating stands (1995: 54 species; 1996: 55 species), and all species that occurred in recruitment stands also occurred in regenerating stands. Species which commonly occurred in both recruitment and regenerating stands had similar adult:juvenile ratios (P > 0.15) and relative proportion of adults in breeding condition (P > 0.05).	Krementz, David G.; U.S. Geological Survey, Patuxent Wildlife Research Center, Warnell School of Forest Resources, University of Georgia, Athens, GA 30602, USA, USA.						Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Reproductive Biology; Forestry	0022-541X		Conservation; Conservation measures; Reproduction; Ecology; Population dynamics; Habitat utilization; Habitat; Terrestrial habitat; Land zones; Nearctic region; North America; USA	Aves [Habitat management /  / Young & mature longleaf pine/wiregrass savanna] [Reproductive productivity /  / Scrub successional community dynamics] [Community structure /  / ] [Survival /  / ] [Succession in habitats /  / ] [Forest and woodland /  / ] [Grassland /  / ] [South Carolina /  / Aiken; Allendale & Barnwell Counties; Savannah River Site; longleaf pine/wiregrass savanna]. 	Birds; Chordates; Vertebrates	Animalia, Chordata, Vertebrata	Aves (Vertebrata). 	10.2307/3802793	ZOOREC:ZOOR13600023650					2019-04-10
